CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,SCORE,GRADE
40370759,CAFE ESPANOL,MANHATTAN,172,BLEECKER STREET,10012,2125050657,Spanish,13.0,A
40370766,SMITH & WOLLENSKY,MANHATTAN,201       ,EAST   49 STREET                                  ,10017,2127531530,American ,11.0,A
40370856,OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,117       ,MAC DOUGAL STREET                                 ,10012,2122543480,American ,10.0,A
40370910,PERKINS RESTAURANT & BAKERY,STATEN ISLAND,1745      ,FOREST AVENUE                                     ,10303,7187208888,American ,13.0,A
40370935,TOKUBEI 86,MANHATTAN,314       ,EAST   86 STREET                                  ,10028,2126285334,Japanese,12.0,A
40370939,MANDUCATIS,QUEENS,1327,JACKSON AVENUE,11101,7187294602,Italian,12.0,A
40370994,MAMA LUCIA,BROOKLYN,1701,FOSTER AVENUE,11230,7184349858,Italian,7.0,A
40371313,MARIELLA PIZZA,MANHATTAN,180       ,3 AVENUE                                          ,10003,2127771220,Pizza,8.0,A
40371323,VINNY'S PIZZA,QUEENS,19901,32 AVENUE,11358,7183528447,Pizza,2.0,A
40371454,WEST BANK CAFE,MANHATTAN,407       ,WEST   42 STREET                                  ,10036,2126956909,American ,7.0,A
40371588,THE FOUR SEASONS,MANHATTAN,99,EAST   52 STREET,10022,2127549494,American ,11.0,A
40371614,LA BARAKA RESTAURANT,QUEENS,25509,NORTHERN BOULEVARD,11362,7184281461,French,13.0,A
40371684,DAIRY LUNCHEONETTE,BROOKLYN,4801,16 AVENUE,11204,7188518696,Jewish/Kosher,11.0,A
40371718,ZAFI'S LUNCHEONETTE,MANHATTAN,500       ,GRAND STREET                                      ,10002,2125332415,American ,8.0,A
40371727,LA PALINA RESTAURANT,BROOKLYN,159,AVENUE O,11204,7182369764,Italian,13.0,A
40371771,SCHAFFER'S TAVERN,STATEN ISLAND,2055,VICTORY BOULEVARD,10314,7184949696,American ,8.0,A
40371805,TY'S,MANHATTAN,114       ,CHRISTOPHER STREET                                ,10014,2127419641,American ,9.0,A
40371807,AUNT BELLA'S REST OF LITTLE NECK,QUEENS,4619,MARATHON PARKWAY,11362,7182254700,Italian,11.0,A
40371906,MARINER INN,BROOKLYN,3501,AVENUE S,11234,7183768058,American ,3.0,A
40371988,NORTH SHORE DINER,QUEENS,19652,NORTHERN BLVD,11358,7182258000,American ,13.0,A
40372112,GREEN HOUSE CAFE,BROOKLYN,7717      ,THIRD AVENUE                                      ,11209,7188338200,American ,11.0,A
40372262,LA RIPAILLE RESTAURANT,MANHATTAN,605,HUDSON STREET,10014,2122554406,French,7.0,A
40372357,MARINA CAFE,STATEN ISLAND,154,MANSION AVE,10308,7189673077,Italian,13.0,A
40372417,DON FILIPPO RESTAURANT,MANHATTAN,1133      ,LEXINGTON AVENUE                                  ,10075,2127443610,Italian,7.0,A
40372426,DAZIES RESTAURANT,QUEENS,3941,QUEENS BOULEVARD,11104,7187867013,Italian,11.0,A
40372445,OMONIA CAFE,QUEENS,3220,BROADWAY,11106,7182746650,Greek,11.0,A
40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,BROOKLYN,2414,GERRITSEN AVENUE,11229,7187696094,American ,8.0,A
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349,Pizza,12.0,A
40372694,CLINTON RESTAURANT,QUEENS,917       ,CLINTONVILLE STREET                               ,11357,7187464800,Italian,7.0,A
40372787,SHABU-SHABU 70 RESTAURANT,MANHATTAN,314       ,EAST   70 STREET                                  ,10021,2128615635,Japanese,11.0,A
40372831,CHEN'S CHINESE,STATEN ISLAND,1434,RICHMOND ROAD,10304,7189795170,Chinese,10.0,A
40372971,RACQUET & TENNIS CLUB,MANHATTAN,370       ,PARK AVENUE                                       ,10022,2127539700,American ,12.0,A
40372999,CASA PEPE,BROOKLYN,114       ,BAYRIDGE AVENUE                                   ,11220,7188338865,Mexican,9.0,A
40373113,ASTRO RESTAURANT,MANHATTAN,101 ,WEST   55 STREET,10019,2124896284,American ,10.0,A
40373118,GOLDEN DOVE DINER,STATEN ISLAND,3281      ,RICHMOND AVENUE                                   ,10312,7189671900,American ,10.0,A
40373160,KORNER PIZZERIA,BROOKLYN,226,CHURCH AVENUE,11218,7188533755,Pizza/Italian,3.0,A
40373272,HENRY'S END,BROOKLYN,44        ,HENRY STREET                                      ,11201,7188341776,American ,12.0,A
40373318,SOUEN RESTAURANT,MANHATTAN,210       ,6 AVENUE                                          ,10014,2128077421,Japanese,9.0,A
40373462,VILLA BERULIA,MANHATTAN,107,EAST   34 STREET,10016,2126891970,Italian,9.0,A
40373500,VICTOR'S CAFE,MANHATTAN,236,WEST   52 STREET,10019,2125867714,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,A
40373597,PETES PIZZERIA & RESTAURANT,BROOKLYN,7522,3 AVENUE,11209,7187455442,Pizza/Italian,10.0,A
40373656,KEENS STEAKHOUSE,MANHATTAN,72,WEST 36th STREET,10018,2129473636,Steak,13.0,A
40373669,BAR 515,MANHATTAN,515,3 AVENUE,10016,2125323300,American ,10.0,A
40373794,READY PENNY INN,QUEENS,3707,73 STREET,11372,7188997208,Irish,12.0,A
40373888,IL MULINO,MANHATTAN,86        ,WEST    3 STREET                                  ,10012,2126733783,Italian,11.0,A
40373889,FELIDIA RESTAURANT,MANHATTAN,243       ,EAST   58 STREET                                  ,10022,2127581479,Italian,9.0,A
40373912,THE MALT HOUSE,MANHATTAN,206,THOMPSON STREET,10012,2122287701,American ,12.0,A
40373937,SHUN LEE,MANHATTAN,37        ,WEST   65 STREET                                  ,10023,2125958895,Chinese,13.0,A
40373984,BURKE'S PUB,QUEENS,6947,GRAND AVENUE,11378,7184298728,Irish,12.0,A
40374088,PONGSRI THAI RESTAURANT,MANHATTAN,244,WEST   48 STREET,10036,2125823392,Thai,13.0,A
40374131,PRIMAVERA PIZZA & PASTA,MANHATTAN,1005,2 AVENUE,10022,2127532772,Pizza/Italian,7.0,A
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464,7188851424,Seafood,11.0,A
40374192,ELIO'S,MANHATTAN,1621      ,SECOND AVENUE                                     ,10028,2127722242,Italian,13.0,A
40374268,VICTORIA PIZZA,BROOKLYN,2716,GERRITSEN AVENUE,11229,7188919496,Pizza,9.0,A
40374277,MOLLY WEE PUB,MANHATTAN,402       ,8 AVENUE                                          ,10001,2129672627,Irish,10.0,A
40374325,LA MEDITERRANEE RESTAURANT,MANHATTAN,947       ,2 AVENUE                                          ,10022,2127554155,French,10.0,A
40374395,EL CARIBE,BROOKLYN,5945,STRICKLAND AVE,11234,7185311200,Italian,4.0,A
40374415,OMEN JAPANESE CUISINE,MANHATTAN,113,THOMPSON STREET,10012,2129258923,Japanese,7.0,A
40374711,ROSIE O'GRADY RESTAURANT,MANHATTAN,800       ,7 AVENUE                                          ,10019,2125822975,Irish,3.0,A
40374814,EUROPA BAR,QUEENS,9402,SUTPHIN BOULEVARD,11435,7182971128,American ,11.0,A
40374834,CASA BELLA,MANHATTAN,127       ,MULBERRY STREET                                   ,10013,2124314080,Italian,8.0,A
40374968,RACCOON LODGE,MANHATTAN,59        ,WARREN STREET                                     ,10007,2122279894,American ,12.0,A
40374974,CHEZ NAPOLEAN,MANHATTAN,365       ,WEST   50 STREET                                  ,10019,2122656980,French,10.0,A
40375108,TURKEY'S NEST TAVERN,BROOKLYN,94        ,BEDFORD AVENUE                                    ,11249,7183849774,American ,7.0,A
40375286,LA VILLA DE PIZZA & RESTAURANT,QUEENS,8207,153 AVENUE,11414,7186418259,Pizza,13.0,A
40375369,OZONE PIZZERIA,QUEENS,9615,LIBERTY AVENUE,11417,7188459555,Pizza/Italian,13.0,A
40375371,PONTICELLO RESTAURANT,QUEENS,4611,BROADWAY,11103,7182784514,Italian,10.0,A
40375376,AGRA RESTAURANT,MANHATTAN,807,LEXINGTON AVENUE,10065,2123088281,Indian,13.0,A
40375521,LINDY'S,MANHATTAN,825       ,7 AVENUE                                          ,10019,2127678343,American ,12.0,A
40375634,PARIS BLUES,MANHATTAN,2021      ,7 AVENUE                                          ,10027,2122229878,American ,11.0,A
40375699,GENE'S RESTURANT,MANHATTAN,73        ,WEST   11 STREET                                  ,10011,2126752048,Italian,11.0,A
40375819,MARIA RISTORANTE,BROOKLYN,3073,EMMONS AVENUE,11235,7186466665,Italian,13.0,A
40375839,COZY SOUP & BURGER,MANHATTAN,739,BROADWAY,10003,2124775566,American ,12.0,A
40375899,NERON'S PIZZA,QUEENS,21532,HILLSIDE AVENUE,11427,7187766056,Pizza,12.0,A
40375929,VILLA FIORITA,BROOKLYN,7720      ,18 AVENUE                                         ,11214,7188377950,Polynesian,13.0,A
40375972,VEGAS DINER,BROOKLYN,1619,86 STREET,11214,7183312221,American ,13.0,A
40376029,MOMS LUNCHEONETTE,QUEENS,10102,103 AVENUE,11417,7187389553,American ,9.0,A
40376031,CANDLE BAR,MANHATTAN,309       ,AMSTERDAM AVENUE                                  ,10023,2127990062,American ,5.0,A
40376039,TEVERE 84,MANHATTAN,155       ,EAST   84 STREET                                  ,10028,2127440210,Jewish/Kosher,7.0,A
40376077,FONTANA FAMOUS PIZZA & GYRO,QUEENS,20002,NORTHERN BOULEVARD,11361,7186310147,Greek,10.0,A
40376121,CHARLIE'S MOM CHINESE RESTAURANT,MANHATTAN,464       ,6 AVENUE                                          ,10011,2128078585,Chinese,12.0,A
40376142,LUSARDI'S RESTAURANT,MANHATTAN,1494      ,SECOND AVENUE                                     ,10075,2122492020,Italian,4.0,A
40376204,PORTOFINO,QUEENS,10932,ASCAN AVENUE,11375,7182611239,Italian,8.0,A
40376352,BLUE NOTE JAZZ,MANHATTAN,131,WEST    3 STREET,10012,2124750049,American ,5.0,A
40376493,THE WATER CLUB,MANHATTAN,500       ,EAST   30 STREET                                  ,10016,2126833333,Seafood,12.0,A
40376495,MARCO POLO RISTORANTE,BROOKLYN,345,COURT STREET,11231,7188525015,Italian,7.0,A
40376496,MANHATTAN MONSTER,MANHATTAN,80,GROVE STREET,10014,2129243557,American ,7.0,A
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American ,12.0,A
40376583,WAR MEMORIAL ICE SKATING RINK,STATEN ISLAND,0         ,MEMORIAL ICE SKATING                                                                                ,10314,9179214213,American ,5.0,A
40376635,TRIPOLI RESTAURANT,BROOKLYN,156       ,ATLANTIC AVENUE                                   ,11201,7185965800,Mediterranean,13.0,A
40376687,CHEZ JAQUELINE,MANHATTAN,72,MAC DOUGAL STREET,10012,2125050727,French,7.0,A
40376735,PJ CARNEY'S,MANHATTAN,906,7 AVENUE,10019,2126640056,Irish,12.0,A
40376944,TOMOE SUSHI,MANHATTAN,172       ,THOMPSON STREET                                   ,10012,2127779346,Japanese,13.0,A
40377124,JP'S WATERSIDE RESTAURANT,BRONX,703,MINNIEFORD AVE,10464,7188853364,Seafood,13.0,A
40377164,ROGERS IRISH TAVERN,QUEENS,203,BEACH  116 STREET,11694,7186345308,Irish,11.0,A
40377243,JOHN & JOE PIZZERIA & RESTAURANT,BRONX,749,LYDIG AVENUE,10462,7184099776,Pizza/Italian,10.0,A
40377262,SUNSET PIZZERIA,STATEN ISLAND,645       ,ROSSVILLE AVENUE                                  ,10309,7183565918,Pizza/Italian,13.0,A
40377299,UTOPIA RESTAURANT,MANHATTAN,267,AMSTERDAM AVENUE,10023,2128736233,American ,12.0,A
40377385,NAPOLI PIZZA,QUEENS,16402,69 AVENUE,11365,7183801172,Italian,13.0,A
40377506,VESUVIO RESTAURANT & PIZZA,BROOKLYN,7303,3 AVENUE,11209,7187450222,Pizza/Italian,12.0,A
40377560,WESTERN BAKERY,QUEENS,22813,MERRICK BOULEVARD,11413,7185253201,Caribbean,12.0,A
40377630,JOHNS CAFE & RESTURANT,MANHATTAN,823,SECOND AVENUE,10017,2128674955,American ,11.0,A
40377789,CAFE LUXEMBOURG,MANHATTAN,200,WEST   70 STREET,10023,2128737411,French,13.0,A
40377908,WINDJAMMERS BAR,QUEENS,552       ,GRANDVIEW AVENUE                                  ,11385,7188219779,American ,7.0,A
40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,15367,HORACE HARDING EXPRESSWAY,11367,7183584031,Donuts,12.0,A
40378136,BROADWAY RESTAURANT,MANHATTAN,2664,BROADWAY,10025,2128657074,American ,10.0,A
40378190,NARITA JAPANESE RESTAURANT,QUEENS,10708,70 ROAD,11375,7182632999,Japanese,9.0,A
40378212,CUCHIFRITO,MANHATTAN,168,EAST  116 STREET,10029,2128764846,Mexican,11.0,A
40378328,RED ROSE,BROOKLYN,315,SMITH STREET,11231,7186250963,Italian,12.0,A
40378347,TONY'S PIZZA,BRONX,1014      ,LONGWOOD AVENUE                                   ,10459,7185420586,Pizza,7.0,A
40378534,PORT O' CALLS,QUEENS,9310,WOODHAVEN BOULEVARD,11421,7188469717,American ,7.0,A
40378571,IL CANTINORI RESTAURAUNT,MANHATTAN,32,EAST   10 STREET,10003,2126736044,Italian,12.0,A
40378579,ANDREWS COFFEE SHOP,MANHATTAN,463,7 AVENUE,10018,2126951962,American ,9.0,A
40378585,MIKE'S PUB,QUEENS,7919,JAMAICA AVENUE,11421,7182969682,American ,11.0,A
40378719,THE CLUBHOUSE,QUEENS,6121,FRESH POND ROAD,11379,7188218338,American ,9.0,A
40378729,KANG SUH KOREAN RESTAURANT,MANHATTAN,1250      ,BROADWAY                                                                                            ,10001,2125646845,Korean,12.0,A
40378774,FAME DINER,QUEENS,6967,GRAND AVENUE,11378,7184784674,American ,10.0,A
40378796,KNIGHTS OF BARON DEKALB,BROOKLYN,3000      ,EMMONS AVENUE                                     ,11235,7187436626,American ,12.0,A
40378822,UNION HALL,STATEN ISLAND,502,HENDERSON AVE,10310,7184422133,American ,7.0,A
40378827,KOSHER HUT OF BROOKLYN,BROOKLYN,709,KINGS HIGHWAY,11223,7183768996,Jewish/Kosher,8.0,A
40378874,TERRA BLUES,MANHATTAN,149,BLEEKER STREET,10012,2127777776,American ,5.0,A
40378970,CAESAR'S PALACE,MANHATTAN,493,AMSTERDAM AVENUE,10024,2127247886,Pizza,10.0,A
40379026,FLAMINGO,QUEENS,8512,ROOSEVELT AVENUE,11372,7186061633,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,A
40379149,MONTE'S,MANHATTAN,97        ,MACDOUGAL STREET                                  ,10012,2122289194,Italian,6.0,A
40379304,GOTHAM BAR & GRILL,MANHATTAN,12,EAST   12 STREET,10003,2126204026,American ,5.0,A
40379355,MCALEER'S PUB,MANHATTAN,425,AMSTERDAM AVENUE,10024,2123627867,Irish,13.0,A
40379566,LONDON LENNIES,QUEENS,6388,WOODHAVEN BOULEVARD,11374,7188948084,Seafood,9.0,A
40379580,COOPER TOWN DINER,MANHATTAN,339,1 AVENUE,10003,2126779287,American ,12.0,A
40379620,DELMONICO'S KITCHEN,MANHATTAN,207       ,WEST   36 STREET                                  ,10018,2126955220,American ,9.0,A
40379628,HASAKI RESTAURANT,MANHATTAN,210       ,EAST 9 TH STREET                                  ,10003,2124733327,Japanese,9.0,A
40379662,MEZZALUNA,MANHATTAN,1295,THIRD AVENUE,10021,2125359600,Italian,8.0,A
40379746,RESTUARANT NIPPON,MANHATTAN,155       ,EAST   52 STREET                                  ,10022,2126885941,Japanese,11.0,A
40379890,O'HARA'S,MANHATTAN,120,CEDAR STREET,10006,2122673032,American ,6.0,A
40379894,AQUEDUCT NORTH,BRONX,4277,KATONAH AVE,10470,7183241497,Irish,2.0,A
40379920,E.A.T. CAFE,MANHATTAN,1064,MADISON AVENUE,10028,2127720022,American ,10.0,A
40379994,YANKEE CLIPPER,QUEENS,0,LAGUARDIA AIRPORT BLDG,11371,7184768859,American ,7.0,A
40380044,REX MANOR,BROOKLYN,1100      ,60 STREET                                         ,11219,7188543232,American ,4.0,A
40380182,CLUB 101,MANHATTAN,101,PARK AVENUE,10013,2128180263,American ,9.0,A
40380253,RIVERDALE DINER,BRONX,3657,KINGSBRIDGE AVENUE,10463,7188846050,American ,11.0,A
40380422,CARLOS PIZZA,QUEENS,7402,METROPOLITAN AVENUE,11379,7188947915,Pizza,5.0,A
40380432,THE BITTER END,MANHATTAN,147,BLEECKER STREET,10012,2126737030,American ,7.0,A
40380457,ARRIBA ARRIBA,MANHATTAN,762,9 AVENUE,10019,2124890810,Mexican,7.0,A
40380464,GEIDO RESTAURANT,BROOKLYN,331,FLATBUSH AVENUE,11217,7186388866,Japanese,12.0,A
40380518,PETROSSIAN RESTAURAUNT,MANHATTAN,182       ,WEST 58 TH STREET                                 ,10019,2122452214,French,10.0,A
40380520,ANNAM BRAHAM RESTAURANT,QUEENS,8443,164 STREET,11432,7185232600,Indian,3.0,A
40380559,SUPERNOVA-NOVOTEL HOTEL,MANHATTAN,226       ,WEST 52 ND STREET                                 ,10019,2123150100,American ,10.0,A
40380592,MONTERO BAR & GRILL,BROOKLYN,73,ATLANTIC AVENUE,11201,6467294129,American ,5.0,A
40380628,PISA PIZZERIA,QUEENS,6568,MYRTLE AVENUE,11385,7183816368,Pizza/Italian,11.0,A
40380657,PETE'S CLAM STOP,BROOKLYN,1320      ,SURF AVENUE                                       ,11224,7183720302,Seafood,9.0,A
40380660,BURRITO LOCO,MANHATTAN,166       ,WEST    4 STREET                                  ,10014,2126751977,Tex-Mex,7.0,A
40380826,FIT CAFETERIA (BUILDING D) (8th ave),MANHATTAN,227       ,WEST   27 STREET                                  ,10001,2122175770,American ,7.0,A
40380996,SMILING PIZZA,BROOKLYN,323       ,7 AVENUE                                          ,11215,7187882137,Pizza,5.0,A
40381083,RIVERHEAD GENTLEMEN'S CLUB,QUEENS,4508,VERNON BOULEVARD,11101,7183927664,American ,8.0,A
40381344,NINA'S RESTAURANT PIZZERIA,BROOKLYN,635,MEEKER AVE,11222,7183898854,Pizza/Italian,13.0,A
40381551,CLARK'S RESTAURANT,BROOKLYN,80        ,CLARK STREET                                      ,11201,7188555484,American ,13.0,A
40381720,MISS LILY'S 7A,MANHATTAN,109,AVENUE A,10009,2128121482,Caribbean,12.0,A
40381752,NOHO STAR RESTAURANT,MANHATTAN,330       ,LAFAYETTE STREET                                  ,10012,2129250070,American ,12.0,A
40381811,DUFFY'S,STATEN ISLAND,650       ,FOREST AVENUE                                     ,10310,7184479276,American ,8.0,A
40382052,LATOURETTE GOLF COURSE,STATEN ISLAND,1001      ,RICHMOND HILL ROAD                                ,10306,7183511889,American ,7.0,A
40382057,DYKER BEACH GOLF (GRILL ROOM),BROOKLYN,1020,86th Street,11228,7188369722,American ,13.0,A
40382246,MY FATHER'S PLACE,BROOKLYN,1861      ,CROPSEY AVENUE                                    ,11214,7183729286,American ,7.0,A
40382302,SANTA FE GRILL & BAR,BROOKLYN,62,7 AVENUE,11217,7186360279,Tex-Mex,13.0,A
40382367,SIDEWALK BAR & RESTAURANT,MANHATTAN,94,AVENUE A,10009,2124737373,American ,8.0,A
40382395,COOGAN'S,MANHATTAN,4015,BROADWAY,10032,2129281234,American ,12.0,A
40382455,CAFFE VIVALDI,MANHATTAN,32,JONES STREET,10014,2126917538,Café/Coffee/Tea,4.0,A
40382652,TOMMY'S PIZZA,BRONX,4033      ,EAST TREMONT AVENUE                               ,10465,7188292828,Pizza,9.0,A
40382679,REGENCY HOTEL,MANHATTAN,540,PARK AVENUE,10065,2123394050,American ,11.0,A
40382802,PARNELL'S PUB,MANHATTAN,350,EAST   53 STREET,10022,2127531761,Irish,10.0,A
40382876,LA FE RESTAURANT,BROOKLYN,941       ,4 AVENUE                                          ,11232,7187880139,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.0,A
40382877,OCEAN DRAGON RESTAURANT,MANHATTAN,877       ,10 AVENUE                                         ,10019,2122457210,Chinese,12.0,A
40382900,MOM'S FRIED CHICKEN,BRONX,253,EAST  167 STREET,10456,7186815045,Chicken,12.0,A
40383003,COBBLESTONE PUB,QUEENS,11718,QUEENS BOULEVARD,11375,7182639754,American ,11.0,A
40383033,O'SULLIVAN'S PUB,BROOKLYN,8902,3 AVENUE,11209,7187459619,American ,2.0,A
40383044,PIZZA WAGON,BROOKLYN,8606,5 AVENUE,11209,7188365725,Pizza,4.0,A
40383067,RUSSIAN TURKISH BATHS,MANHATTAN,268       ,EAST   10 STREET                                  ,10009,2125450665,Russian,10.0,A
40383090,TORTILLA FLATS,MANHATTAN,767,WASHINGTON STREET,10014,2122431053,Tex-Mex,5.0,A
40383262,SISTINA RESTAURANT,MANHATTAN,1555      ,2 AVENUE                                          ,10028,2128617660,Italian,12.0,A
40383281,GABY'S PIZZA,QUEENS,20423,HILLSIDE AVENUE,11423,7187409716,Pizza,11.0,A
40383284,VERDI RESTAURANT,QUEENS,14958,CROSS ISLAND PARKWAY,11357,7187466000,Italian,10.0,A
40383354,THE CORNELIA STREET CAFE,MANHATTAN,29,CORNELIA STREET,10014,2129899319,American ,5.0,A
40383464,LE BERNARDIN,MANHATTAN,155,W 51ST ST,10019,2125541515,French,9.0,A
40383496,THE GROTTO,MANHATTAN,69        ,NEW STREET                                        ,10004,2128096991,Pizza,9.0,A
40383511,BRANDY'S PIANO BAR,MANHATTAN,235       ,EAST   84 STREET                                  ,10028,2127444949,American ,12.0,A
40383609,REAL MADRID RESTAURANT,STATEN ISLAND,2073      ,FOREST AVENUE                                     ,10303,7184477885,Spanish,8.0,A
40383737,CANLON'S RESTAURANT,STATEN ISLAND,1825      ,NORTH RAILROAD AVENUE                             ,10306,7186673013,Italian,7.0,A
40383763,COUSIN JOHN'S CAFE AND BAKERY,BROOKLYN,70,7 AVENUE,11217,7186227333,Bakery,11.0,A
40383819,SHORT STOP RESTAURANT,BRONX,5977      ,BROADWAY                                          ,10471,7186010234,American ,9.0,A
40383825,RUSSIAN SAMOVAR,MANHATTAN,256,WEST   52 STREET,10019,2127570168,Russian,13.0,A
40383836,BARONE PIZZA,QUEENS,4027,MAIN STREET,11354,7184632218,Pizza,5.0,A
40383931,FLASH DANCERS,MANHATTAN,1674,BROADWAY,10019,2123155107,American ,7.0,A
40383945,PIZZA D'ORO,STATEN ISLAND,3115,VICTORY BOULEVARD,10314,7186988873,Pizza,9.0,A
40384100,JOSIE'S RESTAURANT,MANHATTAN,300,AMSTERDAM AVENUE,10023,2127691212,American ,12.0,A
40384115,PHIL & SONS RESTAURANT & PIZZERIA,QUEENS,5729,MAIN STREET,11355,7189610263,Pizza/Italian,12.0,A
